ID,Crop_Type,Growth_Stage,Soil_Moisture_pct,Temperature_C,Humidity_pct,Rainfall_7day_mm,Soil_pH,Solar_Radiation_MJm2,Water_Requirement_mm,Irrigate
1591,Rice,Vegetative,17.95,16.09,94.88,59.59,7.69,23.68,54.08,Yes
1592,Rice,Seedling,49.11,34.37,83.95,1.1,5.82,14.13,51.27,Yes
1593,Maize,Vegetative,53.46,36.21,86.47,26.01,6.73,23.19,36.23,Yes
1594,Cotton,Vegetative,22.41,24.54,86.55,68.65,7.49,19.8,26.42,Yes
1595,Sugarcane,Maturation,12.94,15.08,60.13,4.91,8.17,11.19,62.02,Yes
1596,Tomato,Seedling,62.88,18.8,48.16,34.09,5.54,25.71,3.25,No
1597,Rice,Maturation,30.87,32.39,59.21,55.07,6.33,19.54,48.78,Yes
1598,Cotton,Maturation,64.29,15.46,45.24,38.87,6.16,28.97,14.56,No
1599,Maize,Seedling,26.06,25.01,46.56,7.91,8.09,20.33,31.52,Yes
1600,Rice,Seedling,24.47,22.64,82.63,60.62,7.51,21.12,23.45,No
1601,Maize,Maturation,68.65,15.09,92.31,26.19,7.57,21.08,2.52,No
1602,Cotton,Vegetative,16.51,23.27,79.67,20.09,7.91,21.72,55.95,Yes
1603,Tomato,Flowering,15.77,27.74,42.76,19.59,5.64,16.72,76.48,Yes
1604,Soybean,Maturation,23.65,40.85,31.07,6.1,7.2,12.74,56.91,Yes
1605,Tomato,Seedling,22.3,26.13,94.74,5.81,7.54,29.52,30.36,Yes
1606,Cotton,Vegetative,32.25,15.99,30.76,47.0,5.86,15.61,38.36,Yes
1607,Potato,Vegetative,15.61,39.94,69.77,7.48,6.25,21.97,67.34,Yes
1608,Cotton,Seedling,38.56,22.48,40.86,60.59,7.69,28.52,0,No
1609,Potato,Vegetative,57.74,38.96,36.51,40.3,6.19,21.51,43.08,Yes
1610,Soybean,Maturation,43.38,19.44,78.03,78.46,7.22,23.35,0,No
1611,Cotton,Vegetative,59.34,21.32,32.94,14.35,7.98,13.95,46.91,Yes
1612,Potato,Vegetative,47.12,15.85,77.17,57.92,6.6,25.13,10.32,No
1613,Sugarcane,Maturation,19.24,16.71,88.58,37.9,5.52,17.49,37.98,Yes
1614,Tomato,Seedling,15.09,19.25,34.76,33.2,6.8,23.99,23.61,No
1615,Maize,Flowering,52.82,34.27,87.45,42.47,8.2,21.83,48.3,Yes
1616,Soybean,Maturation,19.44,41.92,64.64,45.38,8.36,18.5,33.43,Yes
1617,Potato,Flowering,28.94,31.37,90.2,63.86,8.01,13.93,39.1,Yes
1618,Potato,Seedling,62.48,18.11,75.14,72.07,6.19,24.01,0,No
1619,Rice,Maturation,33.68,32.54,76.31,65.34,5.66,13.6,45.26,Yes
1620,Cotton,Seedling,40.5,31.39,87.49,19.32,7.16,16.78,22.35,No
1621,Rice,Flowering,25.67,29.82,83.83,3.52,6.97,26.76,120,Yes
1622,Rice,Vegetative,47.49,16.93,76.86,43.74,7.71,16.44,56.23,Yes
1623,Maize,Flowering,69.57,24.12,32.15,0.92,5.58,23.3,64.09,Yes
1624,Wheat,Seedling,29.35,35.45,82.52,46.87,5.75,13.81,9.63,No
1625,Rice,Maturation,57.02,29.55,54.15,63.0,7.75,22.1,32.49,Yes
1626,Soybean,Maturation,50.33,36.46,62.76,23.19,6.38,13.19,20.24,No
1627,Maize,Maturation,27.23,29.1,79.92,12.05,7.97,15.78,38.74,Yes
1628,Tomato,Maturation,12.42,26.74,31.71,47.94,5.51,15.23,36.09,Yes
1629,Cotton,Maturation,30.72,24.22,53.5,41.27,7.09,18.1,29.4,Yes
1630,Maize,Flowering,40.7,41.75,54.02,3.92,6.43,13.4,78.71,Yes
1631,Tomato,Seedling,43.15,16.06,60.53,32.54,6.22,22.04,4.73,No
1632,Soybean,Seedling,56.34,36.02,91.95,68.49,7.08,12.52,0,No
1633,Wheat,Flowering,58.12,40.06,86.24,20.23,7.09,27.8,49.48,Yes
1634,Sugarcane,Flowering,67.73,32.38,65.59,37.89,8.14,14.98,79.03,Yes
1635,Cotton,Maturation,53.09,20.07,72.1,31.98,6.23,23.46,22.93,No
1636,Sugarcane,Vegetative,41.3,32.42,73.35,24.6,6.39,10.41,74.47,Yes
1637,Tomato,Vegetative,32.1,34.58,64.34,17.11,6.43,25.57,62.92,Yes
1638,Tomato,Flowering,66.73,32.05,40.18,75.69,6.62,15.81,37.09,Yes
1639,Wheat,Vegetative,34.2,21.19,73.92,27.19,7.55,15.88,30.98,Yes
1640,Wheat,Seedling,38.19,23.31,81.49,69.05,7.04,29.2,0,No
1641,Wheat,Vegetative,53.85,24.95,66.15,40.08,6.04,29.65,10.51,No
1642,Potato,Seedling,50.42,24.18,48.83,51.13,8.48,15.83,7.3,No
1643,Cotton,Vegetative,22.54,35.66,53.08,66.28,6.27,16.3,43.64,Yes
1644,Cotton,Vegetative,58.36,17.43,76.23,36.38,6.9,27.57,24.07,No
1645,Rice,Seedling,46.39,20.36,68.57,50.47,6.09,14.34,15.02,No
1646,Cotton,Seedling,62.94,38.08,77.02,76.5,8.25,22.24,0,No
1647,Potato,Flowering,69.49,17.57,92.45,68.67,7.84,24.41,10.17,No
1648,Maize,Vegetative,59.22,41.93,31.91,8.54,7.84,12.24,56.74,Yes
1649,Maize,Seedling,24.66,25.19,60.7,56.23,6.29,15.67,8.57,No
1650,Tomato,Seedling,62.94,33.36,55.46,48.78,6.54,27.72,5.6,No
1651,Rice,Flowering,46.22,36.83,86.6,51.14,7.23,12.18,89.85,Yes
1652,Potato,Flowering,60.28,30.84,79.17,32.58,6.01,24.46,46.99,Yes
1653,Cotton,Vegetative,14.41,27.18,51.79,33.46,5.78,28.68,55.49,Yes
1654,Sugarcane,Vegetative,41.18,26.0,78.56,66.37,7.39,25.56,39.78,Yes
1655,Soybean,Vegetative,39.54,25.68,58.3,63.26,5.64,23.87,16.52,No
1656,Wheat,Seedling,66.63,38.62,33.6,70.79,6.58,17.96,0,No
1657,Rice,Seedling,33.18,33.49,34.72,75.22,6.14,29.06,25.96,Yes
1658,Soybean,Flowering,13.12,26.6,65.77,34.9,5.83,22.53,52.43,Yes
1659,Potato,Maturation,55.78,32.39,39.27,16.87,7.07,15.28,34.27,Yes
1660,Cotton,Flowering,63.78,15.13,64.31,35.79,6.08,15.97,43.69,Yes
1661,Potato,Vegetative,34.45,20.72,71.93,49.16,5.87,12.05,20.27,No
1662,Wheat,Seedling,40.44,41.82,67.75,5.19,6.37,21.48,35.86,Yes
1663,Wheat,Maturation,69.51,30.74,40.76,60.5,7.62,22.48,0,No
1664,Tomato,Flowering,59.82,32.33,79.37,59.68,7.53,25.22,35.55,Yes
1665,Potato,Seedling,63.35,22.98,64.79,29.29,6.65,29.04,2.71,No
1666,Rice,Flowering,11.28,28.51,50.12,49.5,8.42,13.89,106.71,Yes
1667,Maize,Vegetative,16.5,37.66,82.46,17.84,7.84,25.53,54.74,Yes
1668,Wheat,Maturation,47.33,15.62,66.26,12.4,7.42,19.14,16.07,No
1669,Tomato,Seedling,48.52,19.7,44.03,44.93,8.48,14.56,2.2,No
1670,Soybean,Vegetative,63.91,29.05,72.72,44.89,5.55,26.38,13.67,No
1671,Sugarcane,Seedling,63.84,40.92,87.67,9.42,5.93,23.9,39.23,Yes
1672,Maize,Maturation,45.43,24.69,73.98,34.73,6.3,25.67,16.37,No
1673,Tomato,Maturation,30.68,32.02,90.02,17.33,7.19,26.17,44.79,Yes
1674,Maize,Vegetative,58.43,23.47,51.9,73.91,5.86,26.87,9.94,No
1675,Sugarcane,Maturation,42.49,21.5,81.76,24.86,7.03,22.52,45.22,Yes
1676,Maize,Maturation,55.14,15.03,73.4,41.11,7.3,28.15,3.59,No
1677,Tomato,Seedling,69.91,18.15,93.68,30.97,6.11,11.62,0,No
1678,Wheat,Seedling,66.72,25.13,33.64,51.86,5.74,22.6,0,No
1679,Rice,Flowering,13.26,26.01,41.52,50.36,6.09,21.65,99.2,Yes
1680,Maize,Seedling,53.8,20.95,48.19,1.35,6.99,18.85,22.41,No
1681,Sugarcane,Maturation,19.74,34.29,59.19,11.18,6.71,27.26,72.15,Yes
1682,Soybean,Seedling,43.33,17.49,86.71,58.0,7.98,28.46,0,No
1683,Wheat,Vegetative,43.93,40.18,34.34,62.22,5.57,28.73,23.24,No
1684,Cotton,Vegetative,22.16,21.27,90.92,76.34,6.44,24.3,20.26,No
1685,Maize,Vegetative,30.68,40.95,37.07,43.57,5.74,10.21,52.9,Yes
1686,Maize,Seedling,14.72,19.41,54.69,17.51,6.77,26.5,21.47,No
1687,Soybean,Vegetative,38.06,29.75,93.47,30.08,6.07,18.95,33.44,Yes
1688,Sugarcane,Flowering,45.55,34.6,40.97,46.3,5.64,27.28,89.29,Yes
1689,Sugarcane,Seedling,68.38,17.55,47.9,79.59,6.21,14.1,0,No
1690,Potato,Seedling,65.66,39.44,78.16,39.97,7.04,28.3,8.97,No
1691,Rice,Seedling,60.04,32.25,87.08,71.54,7.27,26.55,9.53,No
1692,Tomato,Vegetative,44.35,24.18,83.93,62.75,7.56,18.76,19.82,No
1693,Tomato,Vegetative,62.48,29.56,86.98,67.85,6.03,23.63,12.38,No
1694,Cotton,Maturation,67.59,15.62,81.06,47.09,7.66,18.57,3.42,No
1695,Rice,Maturation,38.7,16.65,85.96,39.72,8.2,20.37,40.19,Yes
1696,Wheat,Flowering,55.87,25.16,39.34,52.71,6.01,14.48,19.46,No
1697,Soybean,Flowering,50.43,17.33,55.57,69.88,6.6,25.55,13.25,No
1698,Rice,Flowering,34.3,19.06,34.74,52.1,8.31,11.46,87.47,Yes
1699,Maize,Flowering,44.07,41.16,79.07,76.39,7.17,20.69,36.83,Yes
1700,Sugarcane,Seedling,67.19,18.43,89.71,68.07,7.9,29.03,0,No
1701,Cotton,Maturation,68.5,31.15,74.94,40.59,6.38,12.6,21.0,No
1702,Rice,Seedling,27.01,27.2,65.47,36.63,7.93,28.26,35.99,Yes
1703,Potato,Seedling,31.42,19.83,88.19,32.13,6.67,13.92,8.53,No
1704,Wheat,Maturation,26.49,36.07,92.63,5.08,7.38,29.47,34.47,Yes
1705,Potato,Maturation,33.07,19.05,70.54,73.23,7.02,24.37,3.04,No
1706,Soybean,Vegetative,39.63,35.24,81.38,42.57,7.54,10.01,34.53,Yes
1707,Maize,Vegetative,32.12,33.78,87.4,53.09,8.1,25.11,26.79,Yes
1708,Soybean,Maturation,44.15,15.83,38.11,22.37,7.13,25.57,22.18,No
1709,Soybean,Flowering,26.1,19.93,64.03,36.85,6.68,12.81,45.38,Yes
1710,Maize,Vegetative,48.04,18.59,64.63,46.08,6.31,17.83,15.26,No
1711,Cotton,Vegetative,42.77,39.34,67.22,8.25,6.71,15.21,63.48,Yes
1712,Maize,Flowering,53.35,40.17,41.56,75.6,6.67,29.37,33.14,Yes
1713,Maize,Maturation,66.76,20.98,75.15,27.47,7.32,23.73,14.84,No
1714,Rice,Maturation,32.15,15.69,71.98,41.51,8.37,28.99,44.71,Yes
1715,Soybean,Seedling,46.59,35.41,80.25,22.98,6.29,10.15,15.7,No
1716,Rice,Seedling,64.83,31.17,40.71,15.93,8.0,16.67,43.86,Yes
1717,Cotton,Flowering,57.61,17.32,53.67,31.56,5.76,15.87,56.87,Yes
1718,Cotton,Seedling,23.0,19.68,70.26,17.16,6.76,24.56,30.94,Yes
1719,Rice,Vegetative,57.93,27.08,50.63,1.28,7.36,29.05,84.79,Yes
1720,Rice,Flowering,67.02,36.4,32.29,28.31,6.87,22.31,106.16,Yes
1721,Rice,Maturation,43.69,31.34,84.27,60.62,5.52,17.22,37.98,Yes
1722,Soybean,Maturation,19.77,18.69,51.51,64.73,7.93,18.56,11.54,No
1723,Wheat,Flowering,61.84,30.76,57.01,60.34,7.12,15.59,21.71,No
1724,Soybean,Flowering,68.99,39.12,48.17,50.57,7.7,18.44,35.95,Yes
1725,Soybean,Flowering,57.26,37.72,48.72,40.16,6.41,22.29,46.8,Yes
1726,Tomato,Flowering,11.52,40.18,30.41,3.15,5.97,16.14,101.25,Yes
1727,Cotton,Vegetative,14.36,21.38,71.77,66.07,8.47,12.31,32.35,Yes
1728,Cotton,Seedling,29.44,27.97,63.92,50.67,6.78,24.76,18.01,No
1729,Rice,Flowering,28.2,37.98,64.11,30.65,7.26,29.9,108.64,Yes
1730,Cotton,Maturation,36.94,32.21,58.67,75.96,7.43,12.99,17.42,No
1731,Wheat,Vegetative,31.98,28.91,78.02,13.42,6.61,14.18,41.47,Yes
1732,Maize,Seedling,54.22,20.14,34.09,16.01,5.93,26.82,14.36,No
1733,Wheat,Flowering,47.44,16.59,77.99,70.84,7.06,18.31,4.66,No
1734,Potato,Flowering,11.45,19.46,60.66,41.49,5.76,19.12,53.78,Yes
1735,Maize,Flowering,38.8,23.66,78.54,29.05,7.38,19.68,45.27,Yes
1736,Wheat,Flowering,18.55,17.44,83.08,68.39,7.73,17.65,23.5,No
1737,Cotton,Seedling,33.55,29.83,41.81,35.16,5.86,19.38,30.81,Yes
1738,Cotton,Maturation,57.23,34.66,90.18,52.43,8.4,29.13,19.87,No
1739,Wheat,Flowering,20.91,19.19,92.09,72.77,6.14,18.24,16.95,No
1740,Tomato,Flowering,49.43,30.8,71.62,18.9,7.15,14.73,64.89,Yes
1741,Maize,Flowering,49.2,33.97,45.89,46.21,8.18,14.06,47.59,Yes
1742,Tomato,Seedling,39.35,32.4,77.91,70.6,6.16,26.16,0,No
1743,Sugarcane,Vegetative,66.51,30.42,46.97,20.31,7.93,25.5,62.84,Yes
1744,Maize,Maturation,46.22,37.89,67.85,0.22,7.21,18.8,43.44,Yes
1745,Maize,Seedling,29.87,33.0,68.73,60.78,8.23,24.38,8.8,No
1746,Soybean,Vegetative,44.77,30.07,89.47,19.44,5.95,26.25,38.6,Yes
1747,Rice,Vegetative,57.59,25.72,81.39,69.04,7.14,13.47,43.56,Yes
1748,Potato,Maturation,41.12,28.66,66.98,27.95,6.13,24.8,25.88,Yes
1749,Soybean,Flowering,21.08,32.21,55.63,4.87,8.01,25.01,77.69,Yes
1750,Cotton,Seedling,26.69,23.16,89.97,51.63,7.94,27.1,8.46,No
1751,Soybean,Seedling,37.61,24.37,86.67,76.33,8.12,21.41,0,No
1752,Maize,Vegetative,56.75,34.7,68.15,27.86,5.57,16.06,36.33,Yes
1753,Potato,Flowering,49.23,34.84,42.54,48.97,6.09,10.1,46.9,Yes
1754,Cotton,Maturation,15.58,41.12,39.44,3.87,5.95,13.04,73.52,Yes
1755,Cotton,Vegetative,17.08,33.54,75.53,36.83,6.9,23.2,60.12,Yes
1756,Rice,Seedling,16.76,25.87,38.42,14.46,5.86,24.43,57.35,Yes
1757,Potato,Vegetative,53.38,32.87,90.16,60.8,8.3,13.96,13.55,No
1758,Wheat,Flowering,44.31,26.65,51.93,42.89,7.48,19.11,30.47,Yes
1759,Sugarcane,Seedling,18.98,36.2,41.45,7.21,5.57,21.17,60.66,Yes
1760,Soybean,Seedling,44.59,23.82,38.75,47.71,6.63,10.34,4.8,No
1761,Cotton,Flowering,69.67,24.45,54.73,63.28,7.93,24.72,44.27,Yes
1762,Soybean,Vegetative,56.75,30.75,83.53,62.11,6.19,19.07,9.37,No
1763,Maize,Flowering,21.45,40.25,65.73,43.17,6.66,25.25,68.64,Yes
1764,Sugarcane,Seedling,63.29,36.02,31.67,79.21,8.29,18.45,15.39,No
1765,Soybean,Vegetative,38.76,30.05,48.07,13.31,7.36,18.86,45.45,Yes
1766,Tomato,Seedling,34.74,18.51,85.9,42.48,8.34,12.14,2.54,No
1767,Soybean,Flowering,67.17,19.28,87.11,50.54,5.52,24.02,16.73,No
1768,Wheat,Seedling,11.01,24.81,88.83,76.53,7.19,25.37,0,No
1769,Potato,Flowering,35.39,36.24,70.49,29.67,7.27,25.57,60.51,Yes
1770,Maize,Vegetative,25.08,37.72,38.9,64.81,6.89,10.05,39.91,Yes
1771,Wheat,Seedling,56.15,36.53,63.42,3.1,5.58,28.23,24.71,No
1772,Rice,Maturation,33.92,35.61,35.85,12.95,7.05,20.89,72.39,Yes
1773,Rice,Flowering,36.87,19.0,31.98,57.58,8.42,24.09,82.94,Yes
1774,Wheat,Maturation,37.18,21.66,60.03,18.34,5.74,10.96,21.73,No
1775,Sugarcane,Flowering,68.2,40.75,61.98,15.96,6.7,12.28,99.73,Yes
1776,Tomato,Vegetative,30.94,38.2,73.96,35.75,7.61,21.92,50.75,Yes
1777,Potato,Seedling,22.27,30.15,51.69,79.98,7.91,25.54,0.1,No
1778,Potato,Flowering,60.3,39.02,58.39,11.91,6.56,11.28,63.79,Yes
1779,Cotton,Vegetative,51.97,27.83,32.09,78.39,6.71,18.51,22.47,No
1780,Wheat,Seedling,57.71,16.37,68.25,53.32,5.87,15.05,0,No
1781,Wheat,Flowering,45.13,29.68,91.2,5.44,7.64,25.15,51.45,Yes
1782,Sugarcane,Seedling,28.9,33.03,76.0,25.33,6.02,15.11,39.5,Yes
1783,Wheat,Flowering,48.8,31.14,62.3,73.01,7.85,20.58,16.91,No
1784,Rice,Vegetative,37.79,26.85,37.82,33.17,7.31,25.0,75.2,Yes
1785,Rice,Maturation,64.48,40.8,39.65,38.8,8.36,19.7,52.46,Yes
1786,Maize,Flowering,36.21,20.7,74.78,41.23,7.27,15.78,41.77,Yes
1787,Rice,Maturation,58.42,16.81,83.47,21.13,8.15,26.96,41.58,Yes
1788,Cotton,Maturation,13.06,27.44,88.76,67.54,5.82,18.21,22.19,No
1789,Maize,Seedling,47.85,32.83,46.87,67.97,8.21,20.91,1.35,No
1790,Soybean,Maturation,64.05,39.23,35.43,35.56,5.57,26.73,23.46,No
1791,Sugarcane,Seedling,58.92,37.99,93.08,74.25,8.18,16.08,11.0,No
1792,Potato,Flowering,41.32,34.91,45.15,78.63,8.42,17.48,41.67,Yes
1793,Wheat,Vegetative,13.7,15.69,65.11,33.5,6.46,23.33,27.45,Yes
1794,Cotton,Maturation,43.81,23.09,56.21,61.17,7.5,28.68,13.27,No
1795,Potato,Flowering,57.49,31.2,57.53,72.3,5.95,24.52,24.09,No
1796,Potato,Seedling,26.03,30.9,44.91,9.43,8.21,11.77,41.36,Yes
1797,Tomato,Seedling,31.28,16.19,88.47,51.39,6.03,15.68,2.09,No
1798,Cotton,Flowering,53.37,24.56,80.64,36.82,7.89,26.1,50.45,Yes
1799,Tomato,Vegetative,27.57,16.22,69.31,33.73,7.42,26.7,33.0,Yes
1800,Sugarcane,Maturation,11.54,27.23,50.31,5.18,5.53,21.22,78.68,Yes
1801,Rice,Maturation,18.54,41.49,53.11,60.8,7.98,18.13,58.91,Yes
1802,Cotton,Flowering,42.08,29.38,62.62,49.13,8.14,12.75,57.8,Yes
1803,Sugarcane,Maturation,38.77,41.75,78.94,35.61,7.23,18.5,56.47,Yes
1804,Sugarcane,Seedling,22.87,37.4,68.12,60.54,7.67,17.15,31.52,Yes
1805,Maize,Vegetative,52.88,17.91,43.87,57.58,8.18,16.83,14.7,No
1806,Sugarcane,Flowering,43.38,17.55,51.61,66.4,5.57,13.31,67.14,Yes
1807,Sugarcane,Flowering,39.74,22.08,70.06,34.31,7.45,27.46,84.82,Yes
1808,Tomato,Maturation,60.71,27.69,78.12,71.73,8.29,11.31,0,No
1809,Maize,Flowering,45.67,30.48,65.53,3.35,7.12,28.15,70.15,Yes
1810,Maize,Seedling,26.29,26.96,56.89,67.82,5.81,14.53,2.66,No
1811,Soybean,Vegetative,65.15,31.92,91.57,43.67,7.35,20.77,15.67,No
1812,Tomato,Maturation,28.7,28.68,66.87,55.1,8.1,16.55,20.75,No
1813,Sugarcane,Flowering,58.21,16.33,38.07,10.78,7.3,13.61,93.11,Yes
1814,Soybean,Vegetative,51.82,25.3,75.16,28.1,5.71,11.57,20.86,No
1815,Wheat,Vegetative,59.95,29.52,80.13,64.6,6.12,16.29,0,No
1816,Maize,Seedling,40.88,22.02,54.21,4.46,6.96,10.98,27.41,Yes
1817,Sugarcane,Vegetative,27.92,41.22,46.26,3.76,8.26,29.97,98.0,Yes
1818,Tomato,Maturation,39.85,16.35,81.3,20.97,5.54,25.81,21.27,No
1819,Sugarcane,Flowering,35.42,24.83,79.16,27.19,8.18,21.42,92.25,Yes
1820,Soybean,Vegetative,21.54,28.67,69.56,34.01,6.23,25.64,35.36,Yes
1821,Sugarcane,Maturation,62.55,36.15,85.53,14.75,6.76,24.01,55.54,Yes
1822,Soybean,Flowering,23.73,16.45,75.16,54.02,5.98,13.73,32.39,Yes
1823,Maize,Vegetative,27.65,41.01,81.88,34.25,8.14,23.88,45.34,Yes
1824,Soybean,Seedling,33.41,17.8,41.5,56.73,5.8,17.45,0,No
1825,Sugarcane,Maturation,69.6,15.17,88.79,42.95,5.83,21.78,21.92,No
1826,Potato,Vegetative,21.75,17.14,67.56,70.6,6.58,28.61,15.19,No
1827,Wheat,Flowering,36.77,41.84,56.56,21.05,5.99,26.24,63.57,Yes
1828,Maize,Seedling,22.23,21.78,77.8,70.76,6.53,18.6,0,No
1829,Tomato,Seedling,37.67,24.46,83.24,13.5,8.45,28.96,22.98,No
1830,Cotton,Flowering,62.72,24.77,78.91,76.0,5.64,23.52,31.79,Yes
1831,Tomato,Flowering,28.33,24.92,72.39,27.08,5.94,13.94,64.27,Yes
1832,Cotton,Vegetative,66.08,41.59,48.56,42.98,7.8,24.62,43.07,Yes
1833,Potato,Seedling,37.05,39.33,55.88,16.5,7.49,22.9,33.23,Yes
1834,Maize,Seedling,21.5,37.48,65.03,54.81,7.96,27.95,16.59,No
1835,Soybean,Seedling,49.3,16.64,85.04,48.54,6.66,14.94,0,No
1836,Cotton,Seedling,33.2,41.85,93.63,26.0,7.14,26.59,33.85,Yes
1837,Sugarcane,Vegetative,29.86,21.2,49.86,2.86,8.26,24.0,81.17,Yes
1838,Rice,Maturation,36.43,28.64,63.42,5.36,6.77,29.78,68.1,Yes
1839,Sugarcane,Flowering,25.26,33.09,53.37,20.95,5.66,20.63,111.99,Yes
1840,Rice,Maturation,46.17,20.87,75.8,44.2,5.55,23.72,32.17,Yes
1841,Soybean,Vegetative,48.62,18.33,64.88,76.83,7.04,15.11,0,No
1842,Tomato,Vegetative,63.09,35.64,68.93,24.49,8.46,19.62,40.98,Yes
1843,Maize,Maturation,16.28,37.67,74.27,20.3,6.2,26.2,53.02,Yes
1844,Tomato,Flowering,20.5,18.57,43.24,44.54,6.18,18.99,50.18,Yes
1845,Cotton,Vegetative,44.08,17.79,93.43,78.83,7.48,20.0,4.87,No
1846,Cotton,Vegetative,41.02,28.9,33.21,46.25,8.27,13.36,48.08,Yes
1847,Rice,Seedling,58.97,15.4,44.95,71.12,5.55,23.83,0,No
1848,Rice,Seedling,64.6,28.71,71.04,53.72,7.17,26.04,16.71,No
1849,Potato,Maturation,17.3,29.79,83.16,15.15,6.65,11.86,46.32,Yes
1850,Sugarcane,Flowering,48.99,32.31,35.53,40.83,5.64,19.65,93.83,Yes
1851,Tomato,Vegetative,21.7,23.35,86.31,47.1,8.0,25.8,36.45,Yes
1852,Wheat,Maturation,60.12,25.92,41.85,29.6,7.95,28.87,13.04,No
1853,Tomato,Maturation,60.05,23.95,88.69,3.69,6.8,27.94,27.16,Yes
1854,Rice,Seedling,64.3,25.61,54.11,69.4,7.63,24.08,8.46,No
1855,Cotton,Flowering,10.1,27.07,51.06,31.91,7.95,28.33,79.01,Yes
1856,Wheat,Seedling,32.04,30.17,42.65,33.58,6.11,21.08,20.27,No
1857,Tomato,Maturation,19.56,31.39,81.02,42.24,7.12,21.16,28.79,Yes
1858,Rice,Maturation,41.75,33.42,71.65,62.53,5.72,10.61,40.49,Yes
1859,Tomato,Vegetative,31.78,37.79,67.01,71.74,5.57,21.89,37.63,Yes
1860,Maize,Maturation,62.87,35.63,53.3,67.94,7.39,21.55,11.52,No
1861,Maize,Maturation,10.88,41.4,65.96,0.47,8.33,27.95,62.53,Yes
1862,Rice,Maturation,31.67,28.78,93.15,9.42,6.96,15.82,65.88,Yes
1863,Rice,Vegetative,39.3,25.4,42.02,5.97,7.13,25.94,85.28,Yes
1864,Rice,Maturation,66.4,26.77,41.51,11.27,8.33,16.69,54.67,Yes
1865,Rice,Maturation,13.2,34.09,94.72,70.71,7.66,17.33,46.65,Yes
1866,Soybean,Flowering,32.37,37.5,32.95,34.81,7.02,10.06,59.99,Yes
1867,Maize,Vegetative,60.67,24.91,83.98,56.82,5.55,24.69,13.44,No
1868,Soybean,Maturation,26.51,16.43,41.16,66.18,6.34,27.29,5.45,No
1869,Maize,Vegetative,65.17,31.5,87.68,70.84,6.34,11.17,2.22,No
1870,Maize,Vegetative,51.33,34.36,45.62,10.9,6.76,17.79,51.06,Yes
1871,Soybean,Seedling,38.89,16.59,52.84,45.0,7.59,28.98,1.58,No
1872,Wheat,Vegetative,60.63,38.92,37.1,65.3,5.76,13.72,16.8,No
1873,Rice,Seedling,54.63,21.14,83.1,63.52,5.66,21.39,6.08,No
1874,Rice,Maturation,45.62,33.37,30.3,38.71,8.22,26.6,58.28,Yes
1875,Rice,Flowering,43.71,23.84,49.05,64.86,5.92,21.35,75.86,Yes
1876,Cotton,Maturation,30.68,31.07,48.14,37.78,5.85,26.73,40.27,Yes
1877,Rice,Vegetative,68.64,20.46,50.21,43.07,6.14,25.41,50.96,Yes
1878,Soybean,Seedling,19.22,35.92,73.16,32.26,7.55,11.37,24.15,No
1879,Sugarcane,Vegetative,68.25,36.16,77.34,35.03,7.07,27.63,58.82,Yes
1880,Maize,Maturation,41.8,25.95,47.75,43.65,5.62,18.59,26.12,Yes
1881,Cotton,Vegetative,69.38,41.9,87.91,74.48,7.01,20.94,23.91,No
1882,Cotton,Maturation,65.27,36.54,70.99,67.98,6.72,12.76,10.96,No
1883,Wheat,Flowering,30.04,27.03,58.88,22.14,5.65,17.2,47.17,Yes
1884,Soybean,Maturation,19.57,30.24,77.4,0.78,5.6,28.74,43.45,Yes
1885,Soybean,Seedling,12.55,31.98,50.12,2.2,8.47,12.03,43.71,Yes
1886,Rice,Maturation,56.73,40.42,36.16,78.9,5.56,16.57,45.1,Yes
1887,Sugarcane,Maturation,50.92,16.46,75.68,13.46,5.57,24.34,42.21,Yes
1888,Sugarcane,Seedling,50.96,41.95,88.04,53.35,6.05,28.02,26.88,Yes
1889,Soybean,Seedling,10.63,38.22,79.37,55.97,5.65,16.39,14.32,No
1890,Maize,Flowering,68.0,32.68,74.62,20.77,7.4,22.35,54.97,Yes
1891,Wheat,Maturation,26.95,40.81,62.0,61.2,7.61,26.89,15.27,No
1892,Soybean,Flowering,48.63,39.66,73.32,66.34,5.64,29.65,34.97,Yes
1893,Sugarcane,Vegetative,68.19,35.87,30.79,55.2,7.24,10.06,51.11,Yes
1894,Cotton,Maturation,12.74,31.51,93.2,22.74,5.72,16.0,53.53,Yes
1895,Rice,Vegetative,69.43,24.09,70.0,71.35,8.38,17.18,36.47,Yes
1896,Soybean,Flowering,18.79,24.76,34.59,4.75,8.39,21.39,68.49,Yes
1897,Wheat,Seedling,33.87,26.57,89.41,65.94,5.68,20.93,0,No
1898,Wheat,Vegetative,69.77,28.53,75.14,10.02,8.17,14.36,21.29,No
1899,Cotton,Flowering,28.41,33.87,94.13,68.95,5.56,17.85,47.75,Yes
1900,Maize,Flowering,29.69,20.89,71.14,66.28,5.72,14.25,34.83,Yes
1901,Tomato,Flowering,25.31,39.27,41.94,8.46,7.11,13.68,91.56,Yes
1902,Maize,Vegetative,57.36,23.31,85.64,5.58,7.71,10.64,36.79,Yes
1903,Wheat,Maturation,60.34,16.25,45.88,50.98,8.38,21.12,0,No
1904,Wheat,Vegetative,63.18,18.15,54.96,35.53,7.88,22.33,10.42,No
1905,Wheat,Flowering,63.78,24.03,93.39,72.97,6.5,27.53,0,No
